id,pr_nomLabel,nom_de_familleLabel,pays_de_nationalit_Label,date_de_naissance,date_de_mort,identifiant_Fichier_d_autorit__international_virtuel,_cole_des_chartesLabel,occupationLabel,dipl_me_universitaireLabel,distinction_re_ueLabel,domaine_d_activit_Label,th_se_de_doctorat,th_se_de_doctoratLabel
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,officier de la Légion d'honneur,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,doctorat,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,archiviste paléographe,prix Gobert,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,archiviste paléographe,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,archiviste paléographe,officier de la Légion d'honneur,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,archiviste paléographe,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,agrégation d'histoire,prix Gobert,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,agrégation d'histoire,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,agrégation d'histoire,officier de la Légion d'honneur,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q3121174,Gustave,Dupont,France,1865-05-23T00:00:00Z,1956-05-13T00:00:00.000Z,84745,Gustave Dupont-Ferrier,historien,agrégation d'histoire,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43967758,Q43967758
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Marie,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q286485,Léon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,historien,archiviste paléographe,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Léon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,historien,archiviste paléographe,docteur honoris causa,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Léon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,archiviste,archiviste paléographe,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Léon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,archiviste,archiviste paléographe,docteur honoris causa,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q16679905,Thierry,,France,1963-01-19T00:00:00Z,,71440905,,,,,,,
http://www.wikidata.org/entity/Q2825183,Adrien,,France,1966-02-10T00:00:00Z,,32056985,,,,,,,
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,bibliothécaire,,grand prix Gobert,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,bibliothécaire,,chevalier de la Légion d'honneur‎,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,bibliothécaire,,prix de la critique,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien,,grand prix Gobert,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien,,chevalier de la Légion d'honneur‎,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien,,prix de la critique,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien du livre,,grand prix Gobert,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien du livre,,chevalier de la Légion d'honneur‎,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q922350,Henri,Martin,France,1924-01-16T00:00:00Z,2007-01-13T00:00:00.000Z,98036850,Henri-Jean Martin,historien du livre,,prix de la critique,histoire du livre,http://www.wikidata.org/entity/Q43557971,Q43557971
http://www.wikidata.org/entity/Q28543803,François,Nicollet,France,1980-01-31T00:00:00Z,,106845653,François Ploton-Nicollet,numismate,,concours général,,http://www.wikidata.org/entity/Q42534419,Opera Fl. Merobavdis v. spect. Pro imperio et pro Deo
http://www.wikidata.org/entity/Q28543803,François,Nicollet,France,1980-01-31T00:00:00Z,,106845653,François Ploton-Nicollet,latiniste,,concours général,,http://www.wikidata.org/entity/Q42534419,Opera Fl. Merobavdis v. spect. Pro imperio et pro Deo
http://www.wikidata.org/entity/Q28543803,François,Nicollet,France,1980-01-31T00:00:00Z,,106845653,François Ploton-Nicollet,philologue,,concours général,,http://www.wikidata.org/entity/Q42534419,Opera Fl. Merobavdis v. spect. Pro imperio et pro Deo
http://www.wikidata.org/entity/Q28777003,Frédéric,Duval,France,1972-08-01T00:00:00Z,,117674058,Frédéric Duval,philologue,,,,http://www.wikidata.org/entity/Q43305420,Édition critique du Romuleon de Benvenuto da Imola dans la traduction de Sébastien Mamerot
http://www.wikidata.org/entity/Q2871321,Auguste,,France,1851-09-30T00:00:00Z,1904-05-19T00:00:00.000Z,24666531,,,,,,,
http://www.wikidata.org/entity/Q286485,Lieon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,historien,archiviste paléographe,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Lieon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,historien,archiviste paléographe,docteur honoris causa,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Lieon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,archiviste,archiviste paléographe,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q286485,Lieon,Gautier,France,1832-08-08T00:00:00Z,1897-08-25T00:00:00.000Z,4963618,Léon Gautier,archiviste,archiviste paléographe,docteur honoris causa,,http://www.wikidata.org/entity/Q43885163,Q43885163
http://www.wikidata.org/entity/Q28548090,Christophe,,France,1970-05-03T00:00:00Z,,29698978,,,,,,,
http://www.wikidata.org/entity/Q2156245,Robert,,France,1922-04-19T00:00:00Z,2010-10-19T00:00:00.000Z,90609156,,,,,,,
http://www.wikidata.org/entity/Q3287827,Marc,,France,1957-09-30T00:00:00Z,,69061438,,,,,,,
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,professeur,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,linguiste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,bibliothécaire,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,médiéviste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,docteur honoris causa de l'université d'Oxford,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,docteur honoris causa de l'université de St Andrews,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q1245518,Hyacinthe,Meyer,France,1840-01-17T00:00:00Z,1917-09-07T00:00:00.000Z,44302645,Paul Meyer,romaniste,,commandeur de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43888134,Q43888134
http://www.wikidata.org/entity/Q3351290,Olivier,,France,1969-05-02T00:00:00Z,,120204645,,,,,,,
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,historien,,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,historien,,chevalier de l'ordre national du Mérite,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,historien,,chevalier des Palmes académiques,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,historien,,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,historien,,‎chevalier des Arts et des Lettres,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,archiviste,,chevalier de la Légion d'honneur‎,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,archiviste,,chevalier de l'ordre national du Mérite,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,archiviste,,chevalier des Palmes académiques,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,archiviste,,officier des Palmes académiques,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2926731,Bruno,Delmas,France,1941-09-24T00:00:00Z,,100583175,Bruno Delmas,archiviste,,‎chevalier des Arts et des Lettres,,http://www.wikidata.org/entity/Q43460268,Le Chancelier Jacques Angeli et la médecine à Montpellier au milieu du XVe siècle
http://www.wikidata.org/entity/Q2959858,Charles,,France,1852-03-04T00:00:00Z,1927-09-11T00:00:00.000Z,2597458,,,,,,,
